country,indicator,value,year
Guinea,commExports,414487.8971,2016
Guinea,commExports,570000,2017
Guinea,commExports,21660000,2018
Guinea,commExports,50630000,2019
Guinea,commExports,4220000,2020
Guinea,serviceICTExports,52930990.46,2016
Guinea,serviceICTExports,52360000,2017
Guinea,serviceICTExports,101010000,2018
Guinea,serviceICTExports,95380000,2019
Guinea,serviceICTExports,64830000,2020
Guinea,totalUnemployment,5.053,2016
Guinea,totalUnemployment,4.771,2017
Guinea,totalUnemployment,4.705,2018
Guinea,totalUnemployment,5.02,2019
Guinea,totalUnemployment,6.064,2020
Guinea,totalWageSalWorkers,14.51999957,2016
Guinea,totalWageSalWorkers,15.55339065,2017
Guinea,totalWageSalWorkers,16.55465894,2018
Guinea,totalWageSalWorkers,17.43532357,2019
Guinea,totalWageSalWorkers,17.39737081,2020
Guinea-Bissau,adjIncome,932708435.3,2016
Guinea-Bissau,adjIncome,1078084957,2017
Guinea-Bissau,adjIncome,1235438031,2018
Guinea-Bissau,adjIncome,1260681041,2019
Guinea-Bissau,adjIncome,1231382388,2020
Guinea-Bissau,adjIncomeCapita,508.4121002,2016
Guinea-Bissau,adjIncomeCapita,573.5025248,2017
Guinea-Bissau,adjIncomeCapita,641.8009933,2018
Guinea-Bissau,adjIncomeCapita,639.791196,2019
Guinea-Bissau,adjIncomeCapita,610.8568727,2020
Guinea-Bissau,commExports,38.84086087,2016
Guinea-Bissau,commExports,44.50536423,2017
Guinea-Bissau,commExports,42.35390813,2018
Guinea-Bissau,commExports,47.39997461,2019
Guinea-Bissau,commExports,62.05564601,2020
Guinea-Bissau,serviceICTExportsPercent,26.12724239,2016
Guinea-Bissau,serviceICTExportsPercent,26.20374212,2017
Guinea-Bissau,serviceICTExportsPercent,28.85320178,2018
Guinea-Bissau,serviceICTExportsPercent,31.21736577,2019
Guinea-Bissau,serviceICTExportsPercent,45.22907063,2020
Guinea-Bissau,commExports,5535200,2016
Guinea-Bissau,commExports,9136206.552,2017
Guinea-Bissau,commExports,11799697.16,2018
Guinea-Bissau,commExports,13428489.69,2019
Guinea-Bissau,commExports,8475014.962,2020
Guinea-Bissau,serviceICTExports,21185550,2016
Guinea-Bissau,serviceICTExports,34866037.49,2017
Guinea-Bissau,serviceICTExports,40895624.87,2018
Guinea-Bissau,serviceICTExports,43016088.51,2019
Guinea-Bissau,serviceICTExports,18737981.67,2020
Guinea-Bissau,totalUnemployment,3.199,2016
Guinea-Bissau,totalUnemployment,3.123,2017
Guinea-Bissau,totalUnemployment,3.2,2018
Guinea-Bissau,totalUnemployment,3.229,2019
Guinea-Bissau,totalUnemployment,3.72,2020
Guinea-Bissau,totalWageSalWorkers,29.89535813,2016
Guinea-Bissau,totalWageSalWorkers,30.16871706,2017
Guinea-Bissau,totalWageSalWorkers,29.86955055,2018
Guinea-Bissau,totalWageSalWorkers,30.09054225,2019
Guinea-Bissau,totalWageSalWorkers,29.99499044,2020
Guyana,adjIncome,3772290962,2016
Guyana,adjIncome,4103267486,2017
Guyana,adjIncome,4334632297,2018
Guyana,adjIncome,4710553073,2019
Guyana,adjIncome,4554729587,2020
Guyana,adjIncomeCapita,4969.510691,2016
Guyana,adjIncomeCapita,5376.032406,2017
Guyana,adjIncomeCapita,5518.211384,2018
Guyana,adjIncomeCapita,5897.383888,2019
Guyana,adjIncomeCapita,5713.394582,2020
Guyana,commExports,43.96746302,2016
Guyana,commExports,38.01493447,2017
Guyana,commExports,73.16945942,2018
Guyana,commExports,78.74578109,2019
Guyana,commExports,74.12053931,2020
Guyana,serviceICTExportsPercent,3.41004607,2016
Guyana,serviceICTExportsPercent,1.684420471,2017
Guyana,serviceICTExportsPercent,0.834853752,2018
Guyana,serviceICTExportsPercent,0.147394158,2019
Guyana,serviceICTExportsPercent,0.163859481,2020
Guyana,commExports,8189000,2016
Guyana,commExports,3474708.519,2017
Guyana,commExports,1654075.926,2018
Guyana,commExports,350316.6667,2019
Guyana,commExports,341910,2020
Guyana,serviceICTExports,240143383.2,2016
Guyana,serviceICTExports,206285103.9,2017
Guyana,serviceICTExports,198127626.9,2018
Guyana,serviceICTExports,237673372.5,2019
Guyana,serviceICTExports,208660492,2020
Guyana,totalUnemployment,13.577,2016
Guyana,totalUnemployment,13.822,2017
Guyana,totalUnemployment,14.02,2018
Guyana,totalUnemployment,13.52,2019
Guyana,totalUnemployment,15.69,2020
Guyana,totalWageSalWorkers,64.70163167,2016
Guyana,totalWageSalWorkers,65.22645307,2017
Guyana,totalWageSalWorkers,65.53529741,2018
Guyana,totalWageSalWorkers,65.66453577,2019
Guyana,totalWageSalWorkers,65.16728374,2020
Haiti,adjIncome,13244557184,2016
Haiti,adjIncome,14189148061,2017
Haiti,adjIncome,15620589397,2018
Haiti,adjIncome,13994089544,2019
Haiti,adjIncome,13673208283,2020
Haiti,adjIncomeCapita,1236.209058,2016
Haiti,adjIncomeCapita,1306.125273,2017
Haiti,adjIncomeCapita,1418.451891,2018
Haiti,adjIncomeCapita,1253.901464,2019
Haiti,adjIncomeCapita,1209.29061,2020
Haiti,commExports,11.72182157,2016
Haiti,commExports,10.30670699,2017
Haiti,commExports,9.000663435,2018
Haiti,commExports,11.69574658,2019
Haiti,commExports,7.84714872,2020
Haiti,serviceICTExportsPercent,4.080976981,2016
Haiti,serviceICTExportsPercent,3.863381026,2017
Haiti,serviceICTExportsPercent,3.707394649,2018
Haiti,serviceICTExportsPercent,3.992686915,2019
Haiti,serviceICTExportsPercent,1.506604343,2020
Haiti,commExports,26000000,2016
Haiti,commExports,26000000,2017
Haiti,commExports,26000000,2018
Haiti,commExports,21200000,2019
Haiti,commExports,2000000,2020
Haiti,serviceICTExports,637102344,2016
Haiti,serviceICTExports,672985652.3,2017
Haiti,serviceICTExports,701301114.7,2018
Haiti,serviceICTExports,530970758.6,2019
Haiti,serviceICTExports,132748854,2020
Haiti,totalUnemployment,13.858,2016
Haiti,totalUnemployment,13.835,2017
Haiti,totalUnemployment,13.896,2018
Haiti,totalUnemployment,14.089,2019
Haiti,totalUnemployment,15.646,2020
Haiti,totalWageSalWorkers,25.05815456,2016
Haiti,totalWageSalWorkers,24.95565985,2017
Haiti,totalWageSalWorkers,25.05628141,2018
Haiti,totalWageSalWorkers,24.90365116,2019
Haiti,totalWageSalWorkers,24.74509779,2020
Honduras,adjIncome,18939541147,2016
Honduras,adjIncome,20477188994,2017
Honduras,adjIncome,20913806158,2018
Honduras,adjIncome,21898573172,2019
Honduras,adjIncome,21220622290,2020
Honduras,adjIncomeCapita,2001.89679,2016
Honduras,adjIncomeCapita,2127.093079,2017
Honduras,adjIncomeCapita,2135.619984,2018
Honduras,adjIncomeCapita,2198.910451,2019
Honduras,adjIncomeCapita,2096.5342,2020
Honduras,commExports,74.78476813,2016
Honduras,commExports,72.74305841,2017
Honduras,commExports,73.82281607,2018
Honduras,commExports,76.53469163,2019
Honduras,commExports,87.0984105,2020
Honduras,serviceICTExportsPercent,9.214276246,2016
Honduras,serviceICTExportsPercent,9.945850373,2017
Honduras,serviceICTExportsPercent,8.179314854,2018
Honduras,serviceICTExportsPercent,6.276536416,2019
Honduras,serviceICTExportsPercent,7.755438096,2020
Honduras,commExports,256992622,2016
Honduras,commExports,273651448.3,2017
Honduras,commExports,230761682.8,2018
Honduras,commExports,186903693.4,2019
Honduras,commExports,153345181.1,2020
Honduras,serviceICTExports,2789070082,2016
Honduras,serviceICTExports,2751413283,2017
Honduras,serviceICTExports,2821283774,2018
Honduras,serviceICTExports,2977815805,2019
Honduras,serviceICTExports,1977260074,2020
Honduras,totalUnemployment,6.73,2016
Honduras,totalUnemployment,5.53,2017
Honduras,totalUnemployment,5.62,2018
Honduras,totalUnemployment,5.55,2019
Honduras,totalUnemployment,10.68,2020
Honduras,totalWageSalWorkers,51.74997982,2016
Honduras,totalWageSalWorkers,49.87621921,2017
Honduras,totalWageSalWorkers,47.94472601,2018
Honduras,totalWageSalWorkers,48.38293688,2019
Honduras,totalWageSalWorkers,53.51209948,2020
"Hong Kong SAR, China",adjIncome,NA,2016
"Hong Kong SAR, China",adjIncome,NA,2017
"Hong Kong SAR, China",adjIncome,NA,2018
"Hong Kong SAR, China",adjIncome,NA,2019
"Hong Kong SAR, China",adjIncome,NA,2020
"Hong Kong SAR, China",adjIncomeCapita,NA,2016
"Hong Kong SAR, China",adjIncomeCapita,NA,2017
"Hong Kong SAR, China",adjIncomeCapita,NA,2018
"Hong Kong SAR, China",adjIncomeCapita,NA,2019
"Hong Kong SAR, China",adjIncomeCapita,NA,2020
"Hong Kong SAR, China",commExports,18.49794783,2016
"Hong Kong SAR, China",commExports,17.99541604,2017
"Hong Kong SAR, China",commExports,17.28694421,2018
"Hong Kong SAR, China",commExports,18.19447828,2019
"Hong Kong SAR, China",commExports,25.68291488,2020
"Hong Kong SAR, China",serviceICTExportsPercent,2.894506138,2016
"Hong Kong SAR, China",serviceICTExportsPercent,2.721538066,2017
"Hong Kong SAR, China",serviceICTExportsPercent,2.608699848,2018
"Hong Kong SAR, China",serviceICTExportsPercent,3.030995066,2019
"Hong Kong SAR, China",serviceICTExportsPercent,4.953838555,2020
"Hong Kong SAR, China",commExports,2851384430,2016
"Hong Kong SAR, China",commExports,2833017008,2017
"Hong Kong SAR, China",commExports,2951729905,2018
"Hong Kong SAR, China",commExports,3090731645,2019
"Hong Kong SAR, China",commExports,3315322366,2020
"Hong Kong SAR, China",serviceICTExports,98510222277,2016
"Hong Kong SAR, China",serviceICTExports,104096000000,2017
"Hong Kong SAR, China",serviceICTExports,113149000000,2018
"Hong Kong SAR, China",serviceICTExports,101971000000,2019
"Hong Kong SAR, China",serviceICTExports,66924311900,2020
"Hong Kong SAR, China",totalUnemployment,3.39,2016
"Hong Kong SAR, China",totalUnemployment,3.12,2017
"Hong Kong SAR, China",totalUnemployment,2.81,2018
"Hong Kong SAR, China",totalUnemployment,2.92,2019
"Hong Kong SAR, China",totalUnemployment,5.81,2020
"Hong Kong SAR, China",totalWageSalWorkers,91.29742372,2016
"Hong Kong SAR, China",totalWageSalWorkers,91.37725747,2017
"Hong Kong SAR, China",totalWageSalWorkers,91.46932891,2018
"Hong Kong SAR, China",totalWageSalWorkers,91.34763572,2019
"Hong Kong SAR, China",totalWageSalWorkers,91.30875896,2020
Hungary,adjIncome,103708000000,2016
Hungary,adjIncome,113926000000,2017
Hungary,adjIncome,128606000000,2018
Hungary,adjIncome,133395000000,2019
Hungary,adjIncome,125892000000,2020
Hungary,adjIncomeCapita,10567.30964,2016
Hungary,adjIncomeCapita,11639.40617,2017
Hungary,adjIncomeCapita,13155.8338,2018
Hungary,adjIncomeCapita,13651.96048,2019
Hungary,adjIncomeCapita,12911.78903,2020
Hungary,commExports,51.15226135,2016
Hungary,commExports,51.31053654,2017
Hungary,commExports,50.74151605,2018
Hungary,commExports,48.93136758,2019
Hungary,commExports,60.21682807,2020
Hungary,serviceICTExportsPercent,7.954052301,2016
Hungary,serviceICTExportsPercent,9.059825555,2017
Hungary,serviceICTExportsPercent,9.373854484,2018
Hungary,serviceICTExportsPercent,9.376009724,2019
Hungary,serviceICTExportsPercent,12.71071841,2020
Hungary,commExports,1926098802,2016
Hungary,commExports,2443060924,2017
Hungary,commExports,2808077610,2018
Hungary,commExports,2823884239,2019
Hungary,commExports,2883996017,2020
Hungary,serviceICTExports,24215314775,2016
Hungary,serviceICTExports,26965871575,2017
Hungary,serviceICTExports,29956488174,2018
Hungary,serviceICTExports,30118188040,2019
Hungary,serviceICTExports,22689480829,2020
Hungary,totalUnemployment,5.11,2016
Hungary,totalUnemployment,4.16,2017
Hungary,totalUnemployment,3.71,2018
Hungary,totalUnemployment,3.42,2019
Hungary,totalUnemployment,4.25,2020
Hungary,totalWageSalWorkers,89.18300183,2016
Hungary,totalWageSalWorkers,89.37857583,2017
Hungary,totalWageSalWorkers,89.58343782,2018
Hungary,totalWageSalWorkers,89.17209895,2019
Hungary,totalWageSalWorkers,87.70893704,2020
Iceland,adjIncome,16743162412,2016
Iceland,adjIncome,19998555597,2017
Iceland,adjIncome,20608359023,2018
Iceland,adjIncome,20726782364,2019
Iceland,adjIncome,17593663696,2020
Iceland,adjIncomeCapita,49914.17937,2016
Iceland,adjIncomeCapita,58236.91205,2017
Iceland,adjIncomeCapita,58426.79915,2018
Iceland,adjIncomeCapita,57484.49609,2019
Iceland,adjIncomeCapita,48009.3862,2020
Iceland,commExports,18.87055602,2016
Iceland,commExports,15.77228251,2017
Iceland,commExports,13.6224274,2018
Iceland,commExports,18.65202137,2019
Iceland,commExports,41.32599707,2020
Iceland,serviceICTExportsPercent,5.153975747,2016
Iceland,serviceICTExportsPercent,4.786134631,2017
Iceland,serviceICTExportsPercent,5.94686214,2018
Iceland,serviceICTExportsPercent,7.5028135,2019
Iceland,serviceICTExportsPercent,13.86337387,2020
Iceland,commExports,278548267.5,2016
Iceland,commExports,303817714,2017
Iceland,commExports,380253557.6,2018
Iceland,commExports,407487154.5,2019
Iceland,commExports,347312412.3,2020
Iceland,serviceICTExports,5404531981,2016
Iceland,serviceICTExports,6347872290,2017
Iceland,serviceICTExports,6394188207,2018
Iceland,serviceICTExports,5431124663,2019
Iceland,serviceICTExports,2505251721,2020
Iceland,totalUnemployment,2.98,2016
Iceland,totalUnemployment,2.74,2017
Iceland,totalUnemployment,2.7,2018
Iceland,totalUnemployment,3.51,2019
Iceland,totalUnemployment,5.48,2020
Iceland,totalWageSalWorkers,86.68157028,2016
Iceland,totalWageSalWorkers,86.72743741,2017
Iceland,totalWageSalWorkers,86.79400579,2018
Iceland,totalWageSalWorkers,87.09028784,2019
Iceland,totalWageSalWorkers,87.14092599,2020
India,adjIncome,1991580000000,2016
India,adjIncome,2326230000000,2017
India,adjIncome,2363290000000,2018
India,adjIncome,2479350000000,2019
India,adjIncome,2297240000000,2020
India,adjIncomeCapita,1487.766041,2016
India,adjIncomeCapita,1717.793518,2017
India,adjIncomeCapita,1726.284316,2018
India,adjIncomeCapita,1792.586442,2019
India,adjIncomeCapita,1645.130352,2020
India,commExports,70.03285168,2016
India,commExports,64.55392689,2017
India,commExports,63.59163625,2018
India,commExports,67.91853823,2019
India,commExports,75.85231129,2020
India,serviceICTExportsPercent,47.30074995,2016
India,serviceICTExportsPercent,42.37510221,2017
India,serviceICTExportsPercent,41.30428419,2018
India,serviceICTExportsPercent,43.95814821,2019
India,serviceICTExportsPercent,48.96568743,2020
India,commExports,76541497884,2016
India,commExports,78518527935,2017
India,commExports,84655434763,2018
India,commExports,94405195914,2019
India,commExports,99471420011,2020
India,serviceICTExports,161819000000,2016
India,serviceICTExports,185294000000,2017
India,serviceICTExports,204956000000,2018
India,serviceICTExports,214762000000,2019
India,serviceICTExports,203145000000,2020
India,totalUnemployment,7.808,2016
India,totalUnemployment,7.728,2017
India,totalUnemployment,7.65,2018
India,totalUnemployment,6.51,2019
India,totalUnemployment,7.86,2020
India,totalWageSalWorkers,23.48336028,2016
India,totalWageSalWorkers,23.45958135,2017
India,totalWageSalWorkers,25.53617102,2018
India,totalWageSalWorkers,25.87009615,2019
India,totalWageSalWorkers,22.79816635,2020
Indonesia,adjIncome,736332000000,2016
Indonesia,adjIncome,785282000000,2017
Indonesia,adjIncome,789841000000,2018
Indonesia,adjIncome,839487000000,2019
Indonesia,adjIncome,806179000000,2020
Indonesia,adjIncomeCapita,2812.036691,2016
Indonesia,adjIncomeCapita,2968.943097,2017
Indonesia,adjIncomeCapita,2957.466439,2018
Indonesia,adjIncomeCapita,3114.022894,2019
Indonesia,adjIncomeCapita,2965.44044,2020
Indonesia,commExports,34.85612028,2016
Indonesia,commExports,31.56129706,2017
Indonesia,commExports,33.22324465,2018
Indonesia,commExports,32.07659137,2019
Indonesia,commExports,55.83153732,2020
Indonesia,serviceICTExportsPercent,4.160495547,2016
Indonesia,serviceICTExportsPercent,3.935373953,2017
Indonesia,serviceICTExportsPercent,3.927796348,2018
Indonesia,serviceICTExportsPercent,4.173959217,2019
Indonesia,serviceICTExportsPercent,8.496550364,2020
Indonesia,commExports,970374887.1,2016
Indonesia,commExports,996737954.4,2017
Indonesia,commExports,1225741464,2018
Indonesia,commExports,1320695756,2019
Indonesia,commExports,1275840785,2020
Indonesia,serviceICTExports,23323541061,2016
Indonesia,serviceICTExports,25327655425,2017
Indonesia,serviceICTExports,31206848719,2018
Indonesia,serviceICTExports,31641319125,2019
Indonesia,serviceICTExports,15015985674,2020
Indonesia,totalUnemployment,4.3,2016
Indonesia,totalUnemployment,3.78,2017
Indonesia,totalUnemployment,4.39,2018
Indonesia,totalUnemployment,3.59,2019
Indonesia,totalUnemployment,4.25,2020
Indonesia,totalWageSalWorkers,48.87374095,2016
Indonesia,totalWageSalWorkers,48.43271263,2017
Indonesia,totalWageSalWorkers,48.02784014,2018
Indonesia,totalWageSalWorkers,48.07401644,2019
Indonesia,totalWageSalWorkers,47.00358163,2020
"Iran, Islamic Rep.",adjIncome,371088000000,2016
"Iran, Islamic Rep.",adjIncome,385351000000,2017
"Iran, Islamic Rep.",adjIncome,238242000000,2018
"Iran, Islamic Rep.",adjIncome,213233000000,2019
"Iran, Islamic Rep.",adjIncome,181772000000,2020
"Iran, Islamic Rep.",adjIncomeCapita,4454.510584,2016
"Iran, Islamic Rep.",adjIncomeCapita,4560.098582,2017
"Iran, Islamic Rep.",adjIncomeCapita,2782.633508,2018
"Iran, Islamic Rep.",adjIncomeCapita,2463.288047,2019
"Iran, Islamic Rep.",adjIncomeCapita,2082.385764,2020
"Iran, Islamic Rep.",commExports,NA,2016
"Iran, Islamic Rep.",commExports,NA,2017
"Iran, Islamic Rep.",commExports,NA,2018
"Iran, Islamic Rep.",commExports,NA,2019
"Iran, Islamic Rep.",commExports,NA,2020
"Iran, Islamic Rep.",serviceICTExportsPercent,NA,2016
"Iran, Islamic Rep.",serviceICTExportsPercent,NA,2017
"Iran, Islamic Rep.",serviceICTExportsPercent,NA,2018
"Iran, Islamic Rep.",serviceICTExportsPercent,NA,2019
"Iran, Islamic Rep.",serviceICTExportsPercent,NA,2020
"Iran, Islamic Rep.",commExports,NA,2016
"Iran, Islamic Rep.",commExports,NA,2017
"Iran, Islamic Rep.",commExports,NA,2018
"Iran, Islamic Rep.",commExports,NA,2019
"Iran, Islamic Rep.",commExports,NA,2020
"Iran, Islamic Rep.",serviceICTExports,NA,2016
"Iran, Islamic Rep.",serviceICTExports,NA,2017
"Iran, Islamic Rep.",serviceICTExports,NA,2018
"Iran, Islamic Rep.",serviceICTExports,NA,2019
"Iran, Islamic Rep.",serviceICTExports,NA,2020
"Iran, Islamic Rep.",totalUnemployment,12.62,2016
"Iran, Islamic Rep.",totalUnemployment,12.23,2017
"Iran, Islamic Rep.",totalUnemployment,12.19,2018
"Iran, Islamic Rep.",totalUnemployment,10.74,2019
"Iran, Islamic Rep.",totalUnemployment,9.69,2020
"Iran, Islamic Rep.",totalWageSalWorkers,55.77417002,2016
"Iran, Islamic Rep.",totalWageSalWorkers,55.15765423,2017
"Iran, Islamic Rep.",totalWageSalWorkers,54.47569625,2018
"Iran, Islamic Rep.",totalWageSalWorkers,55.03831264,2019
"Iran, Islamic Rep.",totalWageSalWorkers,56.27022781,2020
Iraq,adjIncome,131988000000,2016
Iraq,adjIncome,144188000000,2017
Iraq,adjIncome,168240000000,2018
Iraq,adjIncome,177767000000,2019
Iraq,adjIncome,149132000000,2020
Iraq,adjIncomeCapita,3410.714279,2016
Iraq,adjIncomeCapita,3639.164468,2017
Iraq,adjIncomeCapita,4144.797315,2018
Iraq,adjIncomeCapita,4277.006544,2019
Iraq,adjIncomeCapita,3504.295416,2020
Iraq,commExports,33.59608049,2016
Iraq,commExports,40.56140156,2017
Iraq,commExports,46.26983557,2018
Iraq,commExports,41.20693661,2019
Iraq,commExports,63.2497962,2020
Iraq,serviceICTExportsPercent,2.279753403,2016
Iraq,serviceICTExportsPercent,1.750161617,2017
Iraq,serviceICTExportsPercent,2.577726718,2018
Iraq,serviceICTExportsPercent,1.522336253,2019
Iraq,serviceICTExportsPercent,3.413364189,2020
Iraq,commExports,126100000,2016
Iraq,commExports,105800000,2017
Iraq,commExports,143600000,2018
Iraq,commExports,111400000,2019
Iraq,commExports,129800000,2020
Iraq,serviceICTExports,5531300000,2016
Iraq,serviceICTExports,6045156000,2017
Iraq,serviceICTExports,5570800000,2018
Iraq,serviceICTExports,7317700000,2019
Iraq,serviceICTExports,3802700000,2020
Iraq,totalUnemployment,10.82,2016
Iraq,totalUnemployment,13.02,2017
Iraq,totalUnemployment,13.449,2018
Iraq,totalUnemployment,14,2019
Iraq,totalUnemployment,15.746,2020
Iraq,totalWageSalWorkers,69.530133,2016
Iraq,totalWageSalWorkers,69.50300759,2017
Iraq,totalWageSalWorkers,69.35890137,2018
Iraq,totalWageSalWorkers,68.68713504,2019
Iraq,totalWageSalWorkers,68.10561762,2020
Ireland,adjIncome,171109000000,2016
Ireland,adjIncome,183133000000,2017
Ireland,adjIncome,202715000000,2018
Ireland,adjIncome,208709000000,2019
Ireland,adjIncome,199284000000,2020
Ireland,adjIncomeCapita,35982.57777,2016
Ireland,adjIncomeCapita,38093.97482,2017
Ireland,adjIncomeCapita,41648.30045,2018
Ireland,adjIncomeCapita,42297.14792,2019
Ireland,adjIncomeCapita,39973.74021,2020
Ireland,commExports,72.55978964,2016
Ireland,commExports,75.05733718,2017
Ireland,commExports,78.39089583,2018
Ireland,commExports,80.56090528,2019
Ireland,commExports,86.39110006,2020
Ireland,serviceICTExportsPercent,43.50120813,2016
Ireland,serviceICTExportsPercent,42.45125274,2017
Ireland,serviceICTExportsPercent,49.56676144,2018
Ireland,serviceICTExportsPercent,53.05043766,2019
Ireland,serviceICTExportsPercent,53.69479506,2020
Ireland,commExports,64996685468,2016
Ireland,commExports,77841667224,2017
Ireland,commExports,110075000000,2018
Ireland,commExports,131379000000,2019
Ireland,commExports,157713000000,2020
Ireland,serviceICTExports,149414000000,2016
Ireland,serviceICTExports,183367000000,2017
Ireland,serviceICTExports,222074000000,2018
Ireland,serviceICTExports,247650000000,2019
Ireland,serviceICTExports,293721000000,2020
Ireland,totalUnemployment,8.37,2016
Ireland,totalUnemployment,6.71,2017
Ireland,totalUnemployment,5.74,2018
Ireland,totalUnemployment,4.95,2019
Ireland,totalUnemployment,5.62,2020
Ireland,totalWageSalWorkers,83.76994113,2016
Ireland,totalWageSalWorkers,84.39409585,2017
Ireland,totalWageSalWorkers,84.98424031,2018
Ireland,totalWageSalWorkers,85.60139089,2019
Ireland,totalWageSalWorkers,85.47810196,2020
Isle of Man,adjIncome,NA,2016
Isle of Man,adjIncome,NA,2017
Isle of Man,adjIncome,NA,2018
Isle of Man,adjIncome,NA,2019
Isle of Man,adjIncome,NA,2020
Isle of Man,adjIncomeCapita,NA,2016
Isle of Man,adjIncomeCapita,NA,2017
Isle of Man,adjIncomeCapita,NA,2018
Isle of Man,adjIncomeCapita,NA,2019
Isle of Man,adjIncomeCapita,NA,2020
Isle of Man,commExports,NA,2016
Isle of Man,commExports,NA,2017
Isle of Man,commExports,NA,2018
Isle of Man,commExports,NA,2019
Isle of Man,commExports,NA,2020
Isle of Man,serviceICTExportsPercent,NA,2016
Isle of Man,serviceICTExportsPercent,NA,2017
Isle of Man,serviceICTExportsPercent,NA,2018
Isle of Man,serviceICTExportsPercent,NA,2019
Isle of Man,serviceICTExportsPercent,NA,2020
Isle of Man,commExports,NA,2016
Isle of Man,commExports,NA,2017
Isle of Man,commExports,NA,2018
Isle of Man,commExports,NA,2019
Isle of Man,commExports,NA,2020
Isle of Man,serviceICTExports,NA,2016
Isle of Man,serviceICTExports,NA,2017
Isle of Man,serviceICTExports,NA,2018
Isle of Man,serviceICTExports,NA,2019
Isle of Man,serviceICTExports,NA,2020
Isle of Man,totalUnemployment,NA,2016
Isle of Man,totalUnemployment,NA,2017
Isle of Man,totalUnemployment,NA,2018
Isle of Man,totalUnemployment,NA,2019
Isle of Man,totalUnemployment,NA,2020
Isle of Man,totalWageSalWorkers,NA,2016
Isle of Man,totalWageSalWorkers,NA,2017
Isle of Man,totalWageSalWorkers,NA,2018
Isle of Man,totalWageSalWorkers,NA,2019
Isle of Man,totalWageSalWorkers,NA,2020
Israel,adjIncome,271443000000,2016
Israel,adjIncome,304537000000,2017
Israel,adjIncome,320425000000,2018
Israel,adjIncome,341552000000,2019
Israel,adjIncome,345576000000,2020
Israel,adjIncomeCapita,31762.58225,2016
Israel,adjIncomeCapita,34950.81495,2017
Israel,adjIncomeCapita,36072.4844,2018
Israel,adjIncomeCapita,37723.84945,2019
Israel,adjIncomeCapita,37501.009,2020
Israel,commExports,76.63883043,2016
Israel,commExports,76.59273526,2017
Israel,commExports,77.84900079,2018
Israel,commExports,78.90290566,2019
Israel,commExports,87.32215052,2020
Israel,serviceICTExportsPercent,47.16275665,2016
Israel,serviceICTExportsPercent,41.58738279,2017
Israel,serviceICTExportsPercent,45.42265507,2018
Israel,serviceICTExportsPercent,50.0919333,2019
Israel,serviceICTExportsPercent,60.41945642,2020
Israel,commExports,19072100000,2016
Israel,commExports,19346700000,2017
Israel,commExports,23618100000,2018
Israel,commExports,28224400000,2019
Israel,commExports,32982800000,2020
Israel,serviceICTExports,40438900000,2016
Israel,serviceICTExports,46520600000,2017
Israel,serviceICTExports,51996300000,2018
Israel,serviceICTExports,56345200000,2019
Israel,serviceICTExports,54589700000,2020
Israel,totalUnemployment,4.72,2016
Israel,totalUnemployment,4.14,2017
Israel,totalUnemployment,3.92,2018
Israel,totalUnemployment,3.73,2019
Israel,totalUnemployment,4.17,2020
Israel,totalWageSalWorkers,87.84942061,2016
Israel,totalWageSalWorkers,88.13610346,2017
Israel,totalWageSalWorkers,88.4194833,2018
Israel,totalWageSalWorkers,88.54136506,2019
Israel,totalWageSalWorkers,88.54854011,2020
Italy,adjIncome,1549120000000,2016
Italy,adjIncome,1626490000000,2017
Italy,adjIncome,1746050000000,2018
Italy,adjIncome,1673080000000,2019
Italy,adjIncome,1556450000000,2020
Italy,adjIncomeCapita,25551.4404,2016
Italy,adjIncomeCapita,26867.81192,2017
Italy,adjIncomeCapita,28897.69628,2018
Italy,adjIncomeCapita,28011.16548,2019
Italy,adjIncomeCapita,26185.78259,2020
Italy,commExports,38.68977823,2016
Italy,commExports,39.78493403,2017
Italy,commExports,39.87274833,2018
Italy,commExports,40.30253737,2019
Italy,commExports,54.62523082,2020
Italy,serviceICTExportsPercent,8.538807106,2016
Italy,serviceICTExportsPercent,8.097965716,2017
Italy,serviceICTExportsPercent,7.640817622,2018
Italy,serviceICTExportsPercent,7.331133237,2019
Italy,serviceICTExportsPercent,10.36278593,2020
Italy,commExports,8622240337,2016
Italy,commExports,9127218715,2017
Italy,commExports,9406402689,2018
Italy,commExports,8966451643,2019
Italy,commExports,8844642204,2020
Italy,serviceICTExports,100977000000,2016
Italy,serviceICTExports,112710000000,2017
Italy,serviceICTExports,123107000000,2018
Italy,serviceICTExports,122306000000,2019
Italy,serviceICTExports,85350042563,2020
Italy,totalUnemployment,11.69,2016
Italy,totalUnemployment,11.21,2017
Italy,totalUnemployment,10.61,2018
Italy,totalUnemployment,9.95,2019
Italy,totalUnemployment,9.16,2020
Italy,totalWageSalWorkers,76.0650021,2016
Italy,totalWageSalWorkers,76.56982251,2017
Italy,totalWageSalWorkers,77.08962312,2018
Italy,totalWageSalWorkers,77.26039216,2019
Italy,totalWageSalWorkers,77.48122544,2020
Jamaica,adjIncome,12366002304,2016
Jamaica,adjIncome,13240977878,2017
Jamaica,adjIncome,13911271154,2018
Jamaica,adjIncome,14183306140,2019
Jamaica,adjIncome,12402225278,2020
Jamaica,adjIncomeCapita,4412.182669,2016
Jamaica,adjIncomeCapita,4714.816634,2017
Jamaica,adjIncomeCapita,4947.399529,2018
